1	94	1.126558383	56.41121885	54.32445678	2.086762072
1	393	1.830726817	827.9904571	717.1919761	110.798481
1	898	6.622356954	4011.724194	3423.251255	588.4729389
1	778	6.115034146	2303.07647	2303.07647	0
1	148	1.794381942	32.11583428	32.11583428	0
1	101	1.207417301	508.9155244	284.2569415	224.6585829
1	229	1.396087152	87.45873314	87.45873314	0
1	155	2.584689675	241.1088331	143.1367097	97.97212336
1	751	3.004329105	1425.240709	1425.240709	0
1	14	6.88221936	366.0567502	270.1285319	95.92821832
2	68	6.479990644	3269.24329	2796.914218	472.3290715
2	453	4.062273792	1748.59931	1737.141474	11.45783614
2	671	1.361945614	159.0223229	136.3012102	22.72111267
2	459	5.681012884	161.046848	103.3930647	57.65378328
2	40	6.956659006	6137.143795	3658.064512	2479.079284
3	176	3.033598673	1696.464854	1537.35989	159.1049638
3	126	1.177925204	514.8804752	452.7052919	62.17518328
3	719	4.622138937	679.4064538	443.7871541	235.6192997
3	144	4.426446644	496.0098177	318.07953	177.9302876
3	139	2.674476785	1898.042901	1898.042901	0
3	42	1.215869915	42.7218591	42.7218591	0
3	192	5.209975637	1808.842421	1808.842421	0
3	596	2.472799272	3309.759717	2862.255831	447.5038858
3	637	1.961996995	1447.955291	1200.574423	247.380868
4	75	4.843274749	264.199553	165.5029397	98.69661334
5	43	4.02944183	1423.022302	893.4450619	529.5772399
5	36	3.087653255	834.1122121	561.0615224	273.0506897
5	24	3.558025777	105.4861873	105.4861873	0
6	344	3.815201505	213.8343657	172.0195886	41.81477718
6	134	4.447215379	1697.031696	1189.826802	507.2048941
6	45	5.299877071	518.1605342	441.2275154	76.93301886
7	48	3.241913309	811.4195392	811.4195392	0
7	74	2.990738607	998.6914455	940.1394839	58.55196154
7	55	2.178874442	71.78806346	41.15374205	30.6343214
7	35	8.094994407	294.6483476	217.0617641	77.58658352
7	91	2.023701157	2073.510197	1422.511651	650.9985456
7	10	1.204067988	92.35831465	58.99533891	33.36297575
7	83	6.868859056	1086.737539	805.9769618	280.7605772
7	96	2.821106177	460.9575273	460.9575273	0
7	29	4.239651995	90.72594393	69.57020338	21.15574055
8	7	2.60489721	562.688785	368.5245833	194.1642018
9	78	1.615160358	245.3170636	232.4126694	12.90439423
9	87	2.330549933	219.0989689	212.1325009	6.966467987
9	158	3.912775556	2503.28589	2503.28589	0
9	96	3.110621713	352.6298871	342.1350457	10.49484134
9	228	1.087828344	65.49787792	48.5220731	16.97580482
9	200	1.501134134	270.286734	236.1812854	34.10544854
9	137	2.781490299	1999.32981	1602.779206	396.550604
9	583	1.106376046	674.7369794	672.4774855	2.259493926
9	671	1.462379796	138.6117404	73.92416536	64.68757503
9	80	6.885592182	250.7096056	169.4733337	81.23627195
10	78	1.429379249	217.0998801	149.3960134	67.70386673
10	2	9.085661421	2068.306352	2068.306352	0
10	96	3.093143953	350.6485531	254.8680961	95.78045699
10	260	2.103282615	237.348329	193.0685158	44.27981327
10	106	2.137809511	1478.92722	1058.290546	420.6366746
10	21	2.792339742	297.5190205	214.0515978	83.46742265
10	104	4.03326126	692.7333526	644.5790991	48.15425351
10	27	2.424830571	1325.08696	1325.08696	0
10	337	3.904513666	623.775392	478.8457687	144.9296233
10	3	3.56764766	1167.177209	838.0163545	329.1608549
10	47	3.021399486	1144.212212	1144.212212	0
10	111	9.887949428	5068.866958	3134.110042	1934.756916
10	81	4.429997875	158.0568286	118.2508872	39.80594143
10	406	2.612567277	1368.815909	1368.815909	0
11	70	5.587925563	1053.903065	597.790381	456.1126842
11	109	1.019619234	398.2287754	317.6065183	80.62225711
11	40	1.782980592	267.955492	161.0293832	106.9261089
11	45	1.307132039	166.9185023	129.3761127	37.54238956
11	102	7.009310818	3640.409414	2941.8439	698.5655145
11	424	4.399386206	1325.205986	1325.205986	0
11	123	4.965517308	2539.955072	2539.203149	0.7519229075
11	38	1.789838185	747.7237912	567.1223241	180.6014671
12	341	1.049090688	1264.205565	1074.838589	189.3669765
13	27	4.59389521	933.3184902	928.1067003	5.211789879
13	744	2.459651527	985.0153641	985.0153641	0
13	106	5.026515151	4202.623253	4202.623253	0
13	950	5.858902471	253.1429995	232.8740585	20.268941
13	30	2.446198063	489.70196	489.70196	0
13	152	4.51572575	460.2212041	275.4526524	184.7685517
13	122	1.792078535	334.362429	266.2713062	68.09112275
13	3	1.533088407	94.86431691	62.41355539	32.45076152
13	169	1.836117985	41.40553659	38.49694965	2.908586944
13	949	5.270402803	2691.178963	2691.178963	0
13	170	3.171352183	1307.022946	847.7579259	459.2650201
13	187	2.986837525	181.4194501	120.9118768	60.50757328
13	178	2.592914264	483.545494	380.5828502	102.9626437
13	211	2.882610982	140.8026507	72.21661288	68.58603783
13	288	2.38739973	295.5450602	295.5450602	0
14	596	2.631078496	248.5262048	182.4598198	66.06638497
15	947	1.731983118	370.6234214	370.6234214	0
16	66	4.34008114	844.8608579	745.0947864	99.76607157
16	182	4.540398465	546.9061014	320.6889832	226.2171183
16	378	1.274626624	538.12817	357.5532295	180.5749405
16	26	5.64860138	3989.530471	3989.530471	0
16	8	1.482393539	119.137767	95.86577401	23.271993
16	939	1.359291699	372.7563364	339.0942597	33.66207674
16	87	6.102445499	7038.94206	5460.995993	1577.946066
16	102	1.178002634	109.3891604	109.3891604	0
16	133	2.979390402	1286.465501	924.9155271	361.5499736
17	28	1.007316554	435.9520911	313.1632182	122.7888729
17	37	1.974034837	1334.87298	1217.960625	116.9123545
18	414	1.815018573	716.4893941	416.8429381	299.646456
18	18	2.048046718	1117.455825	969.0604989	148.3953258
18	2	1.637208792	899.5339055	739.5234961	160.0104094
18	434	1.563701939	420.957191	420.957191	0
19	658	4.475757848	2561.446999	2561.446999	0
19	54	3.329704973	1425.088651	1148.706528	276.3821236
20	47	7.416526524	630.5228823	506.8120693	123.710813
21	32	5.609615981	456.8295866	308.2886642	148.5409224
21	21	2.515923717	345.4015065	260.0875391	85.31396744
21	43	3.076905368	1636.197847	958.5973382	677.6005086
21	50	2.515272347	360.5714222	197.6383728	162.9330494
22	333	7.285232965	467.0907197	467.0907197	0
22	132	1.069931023	242.7864484	238.0516417	4.734806723
22	904	1.782963038	47.06034885	30.75238182	16.30796703
22	25	1.645472531	40.7159736	36.59466962	4.121303981
22	7	2.264482082	947.3080729	947.3080729	0
23	42	6.07145969	4153.477271	4153.477271	0
23	103	1.180849206	237.0922561	237.0922561	0
23	33	1.997608508	940.0641768	940.0641768	0
23	97	5.155593359	506.9169451	506.9169451	0
23	989	9.262070295	651.7428299	513.8261213	137.9167086
24	7	1.70239973	223.2222867	223.2222867	0
25	12	1.977387764	305.0864252	213.6875764	91.3988488
26	85	1.614855089	426.01557	368.2022573	57.81331268
26	39	2.968765574	1873.629235	1873.629235	0
26	1	2.619600586	1049.33869	972.0957086	77.24298162
26	9	2.975964896	130.4245911	127.9771196	2.447471558
26	100	2.378559408	410.8962815	302.602532	108.2937496
26	104	7.951047878	1907.383459	1509.576605	397.8068543
26	114	2.041500508	102.0440823	78.49098241	23.55309989
26	59	2.361202441	1183.264608	799.7985289	383.4660794
26	107	1.201847484	720.1032874	469.0523863	251.0509012
26	20	4.300098489	286.6765855	286.6765855	0
27	826	1.785780812	35.21160706	19.53057713	15.68102993
28	2	4.957887324	2986.766417	2843.274678	143.4917389
29	151	1.588401542	779.6062446	779.6062446	0
29	115	2.969865379	2546.084785	2191.202645	354.8821399
29	79	6.417120703	417.79478	286.5515541	131.2432259
29	89	1.107968446	365.7601373	345.4258286	20.33430868
